SNAME,SEINetName,county,institutionCode,identifiedBy,collector,collectionNumber,eventDate,year,modified,habitat,substrate,verbatimAttributes,occurrenceRemarks,associatedTaxa,reproductiveCondition,locality,locationRemarks,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,references,SEINet_id,occurrenceID,catalogNumber,accessionNumber,SEINetName_binomial,SEINetName_tri_shift,institutionCode_CNHP,textName,institutionCount,Unnamed: 3,iNatName,gbifID,otherCatalogNumbers,iNatName_binomial,iNatName_tri_shift,SFID,EOID,Descriptor,Locator,FeatureType,UncertType,UncertDist,DistanceUnit,DigiCom,MapCom,DigiBase,RepAcc,CValue2020,GELEMENTID,SELEMENTID,ELCODE,MAJORGROUP,GNAME,GCOMNAME,SCOMNAME,GRANK,SRANK,RNDGRANK,TRACK,INACTIVE,TRACKCOM,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,ECOSCALE,AQDEP,ENDEMISM,TRACKJUST,ELSENSJUST,GLOBALSSEQID,CLASSIFICATIONSTATUS,ORIGIN
Agoseris glauca,Agoseris glauca,La Plata,COLO,,Joan Michener,26,8/8/1961,1961,8/16/2024 9:32,Steep gravelly meadow slope on the south side of Turret.,,,Needle Mt. Quad.,,Flr & Frt,San Juan Nat. Forest: New York Basin. Animas River drainage ca. 18 mi. S.E. of Silverton.,,37.6241078,-107.639869,"37°38'N, 107°37'W;",WGS84,Mapstedi,,,"given coords. matches specimen# 35228, but does not match elev. or locality of this record. I placed point S of Turret peak, at 12,200' TF Good. RA",https://botanydb.colorado.edu/collections/individual/index.php?occid=109426,109426,078fe093-de3d-49f0-92a0-5fa332d42bc5,29322,167838,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,San Juan,COLO,,Joan Michener,169,7/31/1961,1961,8/16/2024 9:32,"Wet, grassy meadows, beside a meandering stream.",,,Needle Mt. Quad.,,Flr & Frt,San Juan Nat. Forest: No Name Basin. Animas River drainage ca. 18 mi. S.E. of Silverton.,,37.6425705,-107.6124078,"37°38'N, 107°37'W;",WGS84,Mapstedi,,,I plotted the UTM along Noname Creek between the 10880 and 10920 ft contour lines. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109425,109425,1bdca3e6-1bfd-4c8f-8fdd-87f4d9c4cc46,29314,167839,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison/Pitkin,COLO,,Katherine I. Matthews,1966,1986-07-00,1986,7/30/2015 0:00,Alpine ridge.,,,"Documentation of : use of the Braun- Blanquet Phytosociological Technique in a Colorado Alpine Vegetation Study. Unpubl.ms., Univ. of Colorado, Nov. 1987",,Flr & Frt,Elk Mountain. Alpine ridge south of Taylor Pass.,,39.00206,-106.77233,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic Topo!,,I placed the point S of Taylor Pass along the ridge at the 12600 ft contour line. BL; Georeferenced 21 July 2015,https://botanydb.colorado.edu/collections/individual/index.php?occid=109422,109422,678115bc-2135-4aca-9562-9dcb8dde9dc8,29280,434164,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,San Juan,COLO,,Joan Michener,108,8/4/1961,1961,8/16/2024 9:32,On the path to Ruby Pass in a steep and open burnt over area.,,,Needle Mt. Quadrangle.,,Flr & Frt,San Juan Nat. Forest: No Name Basin. Animas River drainage ca. 18 mi. S.E. of Silverton.,,37.6396376,-107.6125997,"37°38'N, 107°37'W;",WGS84,Mapstedi,,,I plotted the UTM along Noname Creek between at the highest point in San Juan County just above the 11200 ft contour line. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109421,109421,3f537c51-6bfc-44a4-8e7f-610c67959726,29272,167837,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Jackson,COLO,,Ron Wittmann,1325,8/9/1980,1980,7/30/2015 0:00,,,,Locally frequent in the vicinity of the Ute Pass summit.,,Frt,Routt National Forest. Mt. Zirkel quadrangle. Ute Pass (Bear Creek) Trail.,,40.78857,-106.63783,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic Topo!,,"I placed the point along the Ute Pass Trail between the 10,880 and 10,920 ft contour lines. RA; Georeferenced 21 September 2016",https://botanydb.colorado.edu/collections/individual/index.php?occid=109451,109451,6d694408-44a5-4c41-ac2e-a99ab366a469,29942,347043,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Routt,COLO,,JoAnn W. Flock,1183,7/9/1988,1988,8/16/2024 9:32,Lodgepole pine forest.,,,,,Flr & Frt,"Routt National Forest, Hinman Park near Hinman campground.",,40.7499681,-106.8339314,"40.45' N, 106.50' W;",WGS84,Mapstedi,,,I plotted the UTM at the collector provided unspecific lat/long between Hinman Campground and Hinman Park. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109452,109452,e5d02341-59da-4170-81a8-4a1a9992a8f5,29991,436885,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Routt,COLO,,G. E. Osterhout,2263,9/2/1900,1900,7/30/2015 0:00,,,,Originally ID as A. parviflora (Nutt.) Greene.,,Flr & Frt,Steamboat Springs.,,40.48498,-106.83171,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,I placed the point at the GNIS point for Steamboat Springs and increased the uncertainty to cover the town. RA; Georeferenced 21 December 2016,https://botanydb.colorado.edu/collections/individual/index.php?occid=109453,109453,da61adbb-6cae-4f7e-8820-4a1f4746ea8c,30007,321947,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Routt,COLO,,W. A. Weber,6932,7/23/1951,1951,7/30/2015 0:00,,,,,,Frt,Trail from Columbine to summit of Hahn's Peak.,,40.84414,-106.94534,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,Plotted the point at the midway point between Columbine and Hahns Peak summit along the trail. BL; Georeferenced 14 July 2015,https://botanydb.colorado.edu/collections/individual/index.php?occid=109454,109454,1b8f5e62-ebb5-4d10-97ac-495f315f5c25,30023,76792,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,San Juan,COLO,,Soreng,1820,8/6/1982,1982,8/16/2024 9:32,"Timberline, in broad shallow snow bowl, cobbly sandy soil, ca 60% bare ground. Trifolium, Carex ebenea, Salix glauca, Poa epilis, Agropyron latiglume.",,,Rays yellow.,,Frt,Ca. 7 mi SSW of Silverton on road to Durango. Slopes above Little Molas Lake.,,37.7512533,-107.7147874,"T40N R8W Sec2, 11",WGS84,Mapstedi,,,I plotted the UTM above Little Molas Lake at 11500 ft. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109457,109457,31efa100-549f-4f03-9f07-f82baa02fa04,30080,385647,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Routt,COLO,,G. K. Arp,1662,7/10/1971,1971,7/30/2015 0:00,"On shady North slope and along stream, along disturbed roadside.",,,,,Flr & Frt,1/2 mile due N of Mt. Werner ski area.,,40.46267,-106.74393,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,"I placed the point 0.5 miles north of the Mount Werner Ski Lift. The elevation does not drop to 9,500 ft until closer to 1 mile north of the lift. RA; Georeferenced 19 December 2016",https://botanydb.colorado.edu/collections/individual/index.php?occid=109455,109455,a403faa0-7b1b-45fd-b846-7710a3a2dffa,30031,256654,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Grand,COLO,,Beatrice Willard,61321,8/13/1961,1961,7/30/2015 0:00,In snowbeds.,,,Plants of RMNP. Voucher collection for Alpine and Wilderness Ecological Reconnaissance Project.,,Frt,"Rocky Mountain National Park. Ten Lakes Park, north side of Paradise Park.",,40.21291,-105.72166,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,"I placed the point on the slopes above Ten Lake Park along the 11,600 ft contour line. RA; Georeferenced 25 February 2016",https://botanydb.colorado.edu/collections/individual/index.php?occid=109419,109419,489c6eb2-687b-4b42-b10c-94925b73e7f4,29231,179980,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Mesa,COLO,,Vlad Siplivinsky,2024,8/15/1981,1981,8/16/2024 9:32,Willow & birch (Betula glandulosa) thickets.,,,,,Frt,Grand Mesa National Forest. Buzzard Creek Valley.,,39.2100044,-107.626982,T10S R92W Sec11,WGS84,Mapstedi,,,"I placed point on Buzzard creek, in sec 11. TF",https://botanydb.colorado.edu/collections/individual/index.php?occid=109418,109418,31b8fa88-165b-40ba-a145-29dedd085d6e,29223,380682,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Mesa,COLO,,Vlad Siplivinsky,1813,7/30/1981,1981,8/16/2024 9:32,Dry meadow at base of talus. Small lake and talus.,,,,,Frt,Grand Mesa National Forest. At junction of roads to Cottonwood and Neversweet Lakes.,,39.075563,-107.9586715,T11S R94W,WGS84,Mapstedi,,,"There are several roads leading to each of the reservoirs listed, the point I used is closest to the elevation I could find and be near a junction where roads go to each of the reservoirs. There is however no visible lake here. RA",https://botanydb.colorado.edu/collections/individual/index.php?occid=109417,109417,b1eeacf5-e0b8-4de6-ab1b-f970266d9868,29215,380684,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Eagle/Lake,COLO,,G. E. Osterhout,2643,7/10/1902,1902,8/23/2023 10:07,,,,"Originally ID as Agoseris villosa Rydb. Later label: A. maculata Rydberg, Bull. Torrey Bot. Club 32:136 (1905) Cited in Protologue (not type).",,Flr,Tennessee Pass.,,39.3620832,-106.3109568,,WGS84,Mapstedi,National Geographic Topo!,,I plotted the UTM at the summit of Tennessee Pass at the Eagle/ Lake County line. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109392,109392,d2410acc-4dba-4108-8a90-ba23c9e0cc4b,28621,321182,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Custer,COLO,,L. Baltzell,58,6/21/1970,1970,8/16/2024 9:32,,,,,,Flr & Frt,4 miles west of Westcliffe on Macy Lane.,,38.0883231,-105.4879564,,WGS84,Mapstedi,,,I plotted the UTM 4 miles from Westcliffe along Hermit road and then south along Macy Lane. RA,https://botanydb.colorado.edu/collections/individual/index.php?occid=109391,109391,f506ba71-4d3d-41bf-8681-cad881855c55,28605,248750,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Custer,COLO,,L. Baltzell,171,6/29/1970,1970,8/16/2024 9:32,,,,,,Flr & Frt,"On Kettle Lane, 2 miles N of Schoolfield Road.",,38.1176739,-105.5142068,,WGS84,Mapstedi,,,"I plotted the UTM on Kettle Lane, 2 miles N of Schoolfield Road. RA",https://botanydb.colorado.edu/collections/individual/index.php?occid=109390,109390,e4ac5b34-709c-4c14-94a6-bf60c97ecc28,28597,249073,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Larimer,COLO,,Dale W. McNeal Jr.,276,8/23/1963,1963,11/25/2019 0:00,"Moist, sandy soil.",,,Flowers yellow.,,Flr & Frt,"Rocky Mountain National Park, Specimen Mountain.",,40.44468,-105.79932,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,"I placed the point on the Larimer County side of Specimen Mountain along the 11,600 ft contour line and increased the uncertainty to cover the area of the mountain at 11,600 ft. RA; Georeferenced 19 April 2016",https://botanydb.colorado.edu/collections/individual/index.php?occid=109389,109389,e9dc4787-90b5-48cc-b61f-024a1b592e12,28589,197715,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Larimer,COLO,,Dale W. McNeal Jr.,209,8/20/1963,1963,11/25/2019 0:00,"Dry, sandy soil.",,,Flowers yellow.,,Flr & Frt,"Rocky Mountain National Park, Specimen Mountain.",,40.44175,-105.80124,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,Plotted the point on the Larimer side of Specimen Mountain at the 11400 ft contour line. BL; Georeferenced 7 July 2015,https://botanydb.colorado.edu/collections/individual/index.php?occid=109388,109388,8fd0caed-09a8-4cb1-bb49-8802c0af6f03,28571,197589,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Park,COLO,,Richard Walter,606,8/10/1962,1962,7/30/2015 0:00,Swamps.,,,Survey of the Vascular Flora of North End of South Park. Michigan Creek Drainage Area near Jefferson. Frequent.,,Flr & Frt,"North end of South Park, Michigan Creek Drainage Area near Jefferson. In the swamps near Michigan Creek.",,39.40974,-105.8832,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,I placed the point along Michigan Creek on the south side of the campground. RA; Georeferenced 28 March 2017,https://botanydb.colorado.edu/collections/individual/index.php?occid=109394,109394,b9eab71f-79c8-4b0b-8735-88e683742a37,28704,182859,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Larimer,COLO,,G. E. Osterhout,5016,8/2/1913,1913,11/25/2019 0:00,,,,Orginally ID as A. montana Osterh.,,Flr & Frt,Cameron Pass.,,40.52083,-105.8925,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,I placed the point at the GNIS point for Cameron Pass. RA; Georeferenced 30 March 2016,https://botanydb.colorado.edu/collections/individual/index.php?occid=109393,109393,8a47c715-337d-415e-9b50-0cc3d4c92d41,28662,322329,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Mineral,COLO,,Beatrice Willard,685,1968-00-00,1968,7/30/2015 0:00,,,,,,Flr & Frt,"La Garita Wild Area, Upper Rat Creek through Spring Creek Divide.",,37.95152,-106.97141,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,I placed the point between the headwaters of Rat Creek and the divide above Spring Creek and increased the uncertainty to cover the area . RA; Georeferenced 26 Febuary 2015,https://botanydb.colorado.edu/collections/individual/index.php?occid=109395,109395,a3f37e4e-2144-4687-a2f3-3547065076e2,28712,323316,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Grand,COLO,,Beatrice Willard,61267,8/13/1961,1961,7/30/2015 0:00,In opening in spruce-fir forest.,,,"Agoseris glauca (Pursh) Raf., det. W. A. Weber 1963 Originally ID as Sonchus arvensis L. Plants of RMNP. Voucher collection for Alpine and Wilderness Ecological Reconnaissance Project.",,Flr & Frt,Rocky Mountain National Park. S. facing slope of Upper Paradise Park.,,40.19649,-105.70683,,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,"I placed the point above the upper end of Paradise Park on a south slope between the 10,880 and 10,920 ft contour lines. RA; Georeferenced 25 February 2016",https://botanydb.colorado.edu/collections/individual/index.php?occid=109416,109416,73da3fb0-8a40-4a72-8a37-e7459d28086a,29207,185279,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,El Paso,COLO,,J. von Ahlefeldt,sn,8/29/1982,1982,8/16/2024 9:32,Meadow.,,,Common name False Dandelion.,,Flr,Black Forest.,,39.0201802,-104.6724809,T12S R65W Sec9,WGS84,Mapstedi,,,"UTM used is in the center of T12S, R65W, S9. The gnis UTM for Black Forest (UTME 525949 UTMN 4318060) is in T12S, R65W, S7. However, the whole area is considered Black Forest. LJ",https://botanydb.colorado.edu/collections/individual/index.php?occid=109407,109407,1b6083db-64b5-4698-b8cb-f03e53d126fb,28928,494490,Agoseris glauca,Agoseris glauca,COLO,University of Colorado,106465,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
